Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,Value
National,2 wk ahead,Bin,percent,3.3,3.4,0.004600954000000001
National,2 wk ahead,Bin,percent,3.4,3.5,0.004400956
National,2 wk ahead,Bin,percent,3.5,3.6,0.004500955
National,2 wk ahead,Bin,percent,3.6,3.7,0.006300937000000001
National,2 wk ahead,Bin,percent,3.7,3.8,0.005600944
National,2 wk ahead,Bin,percent,3.8,3.9,0.007900921
National,2 wk ahead,Bin,percent,3.9,4.0,0.006300937000000001
National,2 wk ahead,Bin,percent,4.0,4.1,0.007500925
National,2 wk ahead,Bin,percent,4.1,4.2,0.006800932
National,2 wk ahead,Bin,percent,4.2,4.3,0.005700943000000001
National,2 wk ahead,Bin,percent,4.3,4.4,0.004200958
National,2 wk ahead,Bin,percent,4.4,4.5,0.004800952000000001
National,2 wk ahead,Bin,percent,4.5,4.6,0.004400956
National,2 wk ahead,Bin,percent,4.6,4.7,0.0033009670000000006
National,2 wk ahead,Bin,percent,4.7,4.8,0.0027009729999999997
National,2 wk ahead,Bin,percent,4.8,4.9,0.002100979
National,2 wk ahead,Bin,percent,4.9,5.0,0.001900981
National,2 wk ahead,Bin,percent,5.0,5.1,0.001700983
National,2 wk ahead,Bin,percent,5.1,5.2,0.00100099
National,2 wk ahead,Bin,percent,5.2,5.3,0.001200988
National,2 wk ahead,Bin,percent,5.3,5.4,0.000500995
National,2 wk ahead,Bin,percent,5.4,5.5,0.000400996
National,2 wk ahead,Bin,percent,5.5,5.6,0.000400996
National,2 wk ahead,Bin,percent,5.6,5.7,0.00020099800000000003
National,2 wk ahead,Bin,percent,5.7,5.8,0.000300997
National,2 wk ahead,Bin,percent,5.8,5.9,0.000400996
National,2 wk ahead,Bin,percent,5.9,6.0,0.00020099800000000003
National,2 wk ahead,Bin,percent,6.0,6.1,0.00010099900000000001
National,2 wk ahead,Bin,percent,6.1,6.2,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,6.2,6.3,0.00020099800000000003
National,2 wk ahead,Bin,percent,6.3,6.4,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,6.4,6.5,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,6.5,6.6,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,6.6,6.7,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,6.7,6.8,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,6.8,6.9,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,6.9,7.0,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,7.0,7.1,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,7.1,7.2,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,7.2,7.3,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,7.3,7.4,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,7.4,7.5,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,7.5,7.6,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,7.6,7.7,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,7.7,7.8,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,7.8,7.9,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,7.9,8.0,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,8.0,8.1,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,8.1,8.2,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,8.2,8.3,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,8.3,8.4,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,8.4,8.5,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,8.5,8.6,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,8.6,8.7,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,8.7,8.8,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,8.8,8.9,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,8.9,9.0,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,9.0,9.1,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,9.1,9.2,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,9.2,9.3,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,9.3,9.4,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,9.4,9.5,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,9.5,9.6,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,9.6,9.7,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,9.7,9.8,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,9.8,9.9,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,9.9,10.0,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,10.0,10.1,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,10.1,10.2,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,10.2,10.3,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,10.3,10.4,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,10.4,10.5,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,10.5,10.6,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,10.6,10.7,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,10.7,10.8,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,10.8,10.9,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,10.9,11.0,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,11.0,11.1,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,11.1,11.2,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,11.2,11.3,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,11.3,11.4,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,11.4,11.5,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,11.5,11.6,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,11.6,11.7,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,11.7,11.8,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,11.8,11.9,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,11.9,12.0,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,12.0,12.1,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,12.1,12.2,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,12.2,12.3,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,12.3,12.4,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,12.4,12.5,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,12.5,12.6,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,12.6,12.7,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,12.7,12.8,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,12.8,12.9,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,12.9,13.0,1.0000000000000002e-06
National,2 wk ahead,Bin,percent,13.0,100,1.0000000000000002e-06
National,3 wk ahead,Point,percent,,,2.93405768524916
National,3 wk ahead,Bin,percent,0.0,0.1,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,0.1,0.2,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,0.2,0.3,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,0.3,0.4,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,0.4,0.5,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,0.5,0.6,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,0.6,0.7,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,0.7,0.8,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,0.8,0.9,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,0.9,1.0,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,1.0,1.1,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,1.1,1.2,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,1.2,1.3,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,1.3,1.4,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,1.4,1.5,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,1.5,1.6,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,1.6,1.7,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,1.7,1.8,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,1.8,1.9,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,1.9,2.0,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,2.0,2.1,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,2.1,2.2,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,2.2,2.3,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,2.3,2.4,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,2.4,2.5,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,2.5,2.6,0.00010099900000000001
National,3 wk ahead,Bin,percent,2.6,2.7,0.00010099900000000001
National,3 wk ahead,Bin,percent,2.7,2.8,0.00100099
National,3 wk ahead,Bin,percent,2.8,2.9,0.0026009740000000003
National,3 wk ahead,Bin,percent,2.9,3.0,0.004700953
National,3 wk ahead,Bin,percent,3.0,3.1,0.005900941000000001
National,3 wk ahead,Bin,percent,3.1,3.2,0.007200928
National,3 wk ahead,Bin,percent,3.2,3.3,0.009800902
National,3 wk ahead,Bin,percent,3.3,3.4,0.008800912
National,3 wk ahead,Bin,percent,3.4,3.5,0.009500905
National,3 wk ahead,Bin,percent,3.5,3.6,0.0100009
National,3 wk ahead,Bin,percent,3.6,3.7,0.008400916
National,3 wk ahead,Bin,percent,3.7,3.8,0.008300917000000001
National,3 wk ahead,Bin,percent,3.8,3.9,0.006800932
National,3 wk ahead,Bin,percent,3.9,4.0,0.004800952000000001
National,3 wk ahead,Bin,percent,4.0,4.1,0.0039009610000000005
National,3 wk ahead,Bin,percent,4.1,4.2,0.002500975
National,3 wk ahead,Bin,percent,4.2,4.3,0.001900981
National,3 wk ahead,Bin,percent,4.3,4.4,0.00100099
National,3 wk ahead,Bin,percent,4.4,4.5,0.001200988
National,3 wk ahead,Bin,percent,4.5,4.6,0.000300997
National,3 wk ahead,Bin,percent,4.6,4.7,0.0007009929999999999
National,3 wk ahead,Bin,percent,4.7,4.8,0.00020099800000000003
National,3 wk ahead,Bin,percent,4.8,4.9,0.00020099800000000003
National,3 wk ahead,Bin,percent,4.9,5.0,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,5.0,5.1,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,5.1,5.2,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,5.2,5.3,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,5.3,5.4,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,5.4,5.5,0.00010099900000000001
National,3 wk ahead,Bin,percent,5.5,5.6,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,5.6,5.7,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,5.7,5.8,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,5.8,5.9,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,5.9,6.0,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,6.0,6.1,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,6.1,6.2,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,6.2,6.3,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,6.3,6.4,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,6.4,6.5,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,6.5,6.6,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,6.6,6.7,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,6.7,6.8,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,6.8,6.9,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,6.9,7.0,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,7.0,7.1,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,7.1,7.2,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,7.2,7.3,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,7.3,7.4,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,7.4,7.5,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,7.5,7.6,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,7.6,7.7,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,7.7,7.8,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,7.8,7.9,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,7.9,8.0,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,8.0,8.1,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,8.1,8.2,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,8.2,8.3,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,8.3,8.4,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,8.4,8.5,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,8.5,8.6,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,8.6,8.7,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,8.7,8.8,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,8.8,8.9,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,8.9,9.0,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,9.0,9.1,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,9.1,9.2,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,9.2,9.3,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,9.3,9.4,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,9.4,9.5,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,9.5,9.6,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,9.6,9.7,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,9.7,9.8,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,9.8,9.9,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,9.9,10.0,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,10.0,10.1,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,10.1,10.2,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,10.2,10.3,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,10.3,10.4,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,10.4,10.5,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,10.5,10.6,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,10.6,10.7,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,10.7,10.8,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,10.8,10.9,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,10.9,11.0,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,11.0,11.1,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,11.1,11.2,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,11.2,11.3,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,11.3,11.4,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,11.4,11.5,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,11.5,11.6,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,11.6,11.7,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,11.7,11.8,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,11.8,11.9,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,11.9,12.0,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,12.0,12.1,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,12.1,12.2,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,12.2,12.3,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,12.3,12.4,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,12.4,12.5,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,12.5,12.6,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,12.6,12.7,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,12.7,12.8,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,12.8,12.9,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,12.9,13.0,1.0000000000000002e-06
National,3 wk ahead,Bin,percent,13.0,100,1.0000000000000002e-06
National,4 wk ahead,Point,percent,,,2.8467409516440463
National,4 wk ahead,Bin,percent,0.0,0.1,0.045300547000000004
National,4 wk ahead,Bin,percent,0.1,0.2,0.005400946
National,4 wk ahead,Bin,percent,0.2,0.3,0.002900971
National,4 wk ahead,Bin,percent,0.3,0.4,0.002500975
National,4 wk ahead,Bin,percent,0.4,0.5,0.0013009870000000002
National,4 wk ahead,Bin,percent,0.5,0.6,0.000400996
National,4 wk ahead,Bin,percent,0.6,0.7,0.0016009840000000002
National,4 wk ahead,Bin,percent,0.7,0.8,0.000600994
National,4 wk ahead,Bin,percent,0.8,0.9,0.000600994
National,4 wk ahead,Bin,percent,0.9,1.0,0.00100099
National,4 wk ahead,Bin,percent,1.0,1.1,0.000900991
National,4 wk ahead,Bin,percent,1.1,1.2,0.0007009929999999999
National,4 wk ahead,Bin,percent,1.2,1.3,0.000900991
National,4 wk ahead,Bin,percent,1.3,1.4,0.000600994
National,4 wk ahead,Bin,percent,1.4,1.5,0.000600994
National,4 wk ahead,Bin,percent,1.5,1.6,0.0007009929999999999
National,4 wk ahead,Bin,percent,1.6,1.7,0.000400996
National,4 wk ahead,Bin,percent,1.7,1.8,0.00010099900000000001
National,4 wk ahead,Bin,percent,1.8,1.9,0.000600994
National,4 wk ahead,Bin,percent,1.9,2.0,0.00020099800000000003
National,4 wk ahead,Bin,percent,2.0,2.1,0.000500995
National,4 wk ahead,Bin,percent,2.1,2.2,0.000400996
National,4 wk ahead,Bin,percent,2.2,2.3,0.000800992
National,4 wk ahead,Bin,percent,2.3,2.4,0.00020099800000000003
National,4 wk ahead,Bin,percent,2.4,2.5,0.00020099800000000003
National,4 wk ahead,Bin,percent,2.5,2.6,0.000300997
National,4 wk ahead,Bin,percent,2.6,2.7,0.00020099800000000003
National,4 wk ahead,Bin,percent,2.7,2.8,0.00010099900000000001
National,4 wk ahead,Bin,percent,2.8,2.9,0.000600994
National,4 wk ahead,Bin,percent,2.9,3.0,0.00020099800000000003
National,4 wk ahead,Bin,percent,3.0,3.1,1.0000000000000002e-06
National,4 wk ahead,Bin,percent,3.1,3.2,0.00020099800000000003
National,4 wk ahead,Bin,percent,3.2,3.3,0.000400996
National,4 wk ahead,Bin,percent,3.3,3.4,0.00010099900000000001
National,4 wk ahead,Bin,percent,3.4,3.5,0.000400996
National,4 wk ahead,Bin,percent,3.5,3.6,0.00020099800000000003
National,4 wk ahead,Bin,percent,3.6,3.7,0.000500995
National,4 wk ahead,Bin,percent,3.7,3.8,0.00010099900000000001
National,4 wk ahead,Bin,percent,3.8,3.9,0.00010099900000000001
National,4 wk ahead,Bin,percent,3.9,4.0,0.00010099900000000001
National,4 wk ahead,Bin,percent,4.0,4.1,1.0000000000000002e-06
National,4 wk ahead,Bin,percent,4.1,4.2,1.0000000000000002e-06
National,4 wk ahead,Bin,percent,4.2,4.3,1.0000000000000002e-06
National,4 wk ahead,Bin,percent,4.3,4.4,0.00010099900000000001
National,4 wk ahead,Bin,percent,4.4,4.5,0.00020099800000000003
National,4 wk ahead,Bin,percent,4.5,4.6,0.00010099900000000001
National,4 wk ahead,Bin,percent,4.6,4.7,0.00020099800000000003
National,4 wk ahead,Bin,percent,4.7,4.8,0.00010099900000000001
National,4 wk ahead,Bin,percent,4.8,4.9,0.00020099800000000003
National,4 wk ahead,Bin,percent,4.9,5.0,0.00010099900000000001
National,4 wk ahead,Bin,percent,5.0,5.1,0.00010099900000000001
National,4 wk ahead,Bin,percent,5.1,5.2,0.00020099800000000003
National,4 wk ahead,Bin,percent,5.2,5.3,1.0000000000000002e-06
National,4 wk ahead,Bin,percent,5.3,5.4,1.0000000000000002e-06
National,4 wk ahead,Bin,percent,5.4,5.5,0.000400996
National,4 wk ahead,Bin,percent,5.5,5.6,1.0000000000000002e-06
National,4 wk ahead,Bin,percent,5.6,5.7,1.0000000000000002e-06
National,4 wk ahead,Bin,percent,5.7,5.8,1.0000000000000002e-06
National,4 wk ahead,Bin,percent,5.8,5.9,0.00010099900000000001
National,4 wk ahead,Bin,percent,5.9,6.0,0.00010099900000000001
National,4 wk ahead,Bin,percent,6.0,6.1,0.00020099800000000003
National,4 wk ahead,Bin,percent,6.1,6.2,0.00020099800000000003
National,4 wk ahead,Bin,percent,6.2,6.3,1.0000000000000002e-06
National,4 wk ahead,Bin,percent,6.3,6.4,0.00010099900000000001
National,4 wk ahead,Bin,percent,6.4,6.5,0.00010099900000000001
National,4 wk ahead,Bin,percent,6.5,6.6,1.0000000000000002e-06
National,4 wk ahead,Bin,percent,6.6,6.7,0.000300997
National,4 wk ahead,Bin,percent,6.7,6.8,1.0000000000000002e-06
National,4 wk ahead,Bin,percent,6.8,6.9,1.0000000000000002e-06
National,4 wk ahead,Bin,percent,6.9,7.0,0.00020099800000000003
National,4 wk ahead,Bin,percent,7.0,7.1,1.0000000000000002e-06
National,4 wk ahead,Bin,percent,7.1,7.2,0.00010099900000000001
National,4 wk ahead,Bin,percent,7.2,7.3,1.0000000000000002e-06
National,4 wk ahead,Bin,percent,7.3,7.4,0.00010099900000000001
National,4 wk ahead,Bin,percent,7.4,7.5,0.00010099900000000001
National,4 wk ahead,Bin,percent,7.5,7.6,0.00010099900000000001
National,4 wk ahead,Bin,percent,7.6,7.7,1.0000000000000002e-06
National,4 wk ahead,Bin,percent,7.7,7.8,0.00020099800000000003
National,4 wk ahead,Bin,percent,7.8,7.9,0.00010099900000000001
National,4 wk ahead,Bin,percent,7.9,8.0,0.00020099800000000003
National,4 wk ahead,Bin,percent,8.0,8.1,1.0000000000000002e-06
National,4 wk ahead,Bin,percent,8.1,8.2,1.0000000000000002e-06
National,4 wk ahead,Bin,percent,8.2,8.3,0.00010099900000000001
National,4 wk ahead,Bin,percent,8.3,8.4,0.000300997
National,4 wk ahead,Bin,percent,8.4,8.5,0.00010099900000000001
National,4 wk ahead,Bin,percent,8.5,8.6,0.000400996
National,4 wk ahead,Bin,percent,8.6,8.7,0.00020099800000000003
National,4 wk ahead,Bin,percent,8.7,8.8,1.0000000000000002e-06
National,4 wk ahead,Bin,percent,8.8,8.9,1.0000000000000002e-06
National,4 wk ahead,Bin,percent,8.9,9.0,0.00010099900000000001
National,4 wk ahead,Bin,percent,9.0,9.1,0.00020099800000000003
National,4 wk ahead,Bin,percent,9.1,9.2,1.0000000000000002e-06
National,4 wk ahead,Bin,percent,9.2,9.3,0.00010099900000000001
National,4 wk ahead,Bin,percent,9.3,9.4,1.0000000000000002e-06
National,4 wk ahead,Bin,percent,9.4,9.5,0.00020099800000000003
National,4 wk ahead,Bin,percent,9.5,9.6,0.00010099900000000001
National,4 wk ahead,Bin,percent,9.6,9.7,1.0000000000000002e-06
National,4 wk ahead,Bin,percent,9.7,9.8,0.00020099800000000003
National,4 wk ahead,Bin,percent,9.8,9.9,0.00010099900000000001
National,4 wk ahead,Bin,percent,9.9,10.0,1.0000000000000002e-06
National,4 wk ahead,Bin,percent,10.0,10.1,1.0000000000000002e-06
National,4 wk ahead,Bin,percent,10.1,10.2,1.0000000000000002e-06
National,4 wk ahead,Bin,percent,10.2,10.3,1.0000000000000002e-06
National,4 wk ahead,Bin,percent,10.3,10.4,1.0000000000000002e-06
National,4 wk ahead,Bin,percent,10.4,10.5,1.0000000000000002e-06
National,4 wk ahead,Bin,percent,10.5,10.6,1.0000000000000002e-06
National,4 wk ahead,Bin,percent,10.6,10.7,0.00020099800000000003
National,4 wk ahead,Bin,percent,10.7,10.8,0.00010099900000000001
National,4 wk ahead,Bin,percent,10.8,10.9,0.00010099900000000001
National,4 wk ahead,Bin,percent,10.9,11.0,1.0000000000000002e-06
National,4 wk ahead,Bin,percent,11.0,11.1,0.00010099900000000001
National,4 wk ahead,Bin,percent,11.1,11.2,0.00010099900000000001
National,4 wk ahead,Bin,percent,11.2,11.3,0.00010099900000000001
National,4 wk ahead,Bin,percent,11.3,11.4,0.00010099900000000001
National,4 wk ahead,Bin,percent,11.4,11.5,0.00010099900000000001
National,4 wk ahead,Bin,percent,11.5,11.6,1.0000000000000002e-06
National,4 wk ahead,Bin,percent,11.6,11.7,1.0000000000000002e-06
National,4 wk ahead,Bin,percent,11.7,11.8,0.00010099900000000001
National,4 wk ahead,Bin,percent,11.8,11.9,0.00010099900000000001
National,4 wk ahead,Bin,percent,11.9,12.0,1.0000000000000002e-06
National,4 wk ahead,Bin,percent,12.0,12.1,1.0000000000000002e-06
National,4 wk ahead,Bin,percent,12.1,12.2,1.0000000000000002e-06
National,4 wk ahead,Bin,percent,12.2,12.3,0.00010099900000000001
National,4 wk ahead,Bin,percent,12.3,12.4,1.0000000000000002e-06
National,4 wk ahead,Bin,percent,12.4,12.5,0.00020099800000000003
National,4 wk ahead,Bin,percent,12.5,12.6,0.00020099800000000003
National,4 wk ahead,Bin,percent,12.6,12.7,1.0000000000000002e-06
National,4 wk ahead,Bin,percent,12.7,12.8,1.0000000000000002e-06
